target id date flag user text,clase
0 1469064257 tue apr 07 05 03 20 pdt 2009 no_query habitualangel glorious sunny day stuck work,Neutro
0 1469083196 tue apr 07 05 07 59 pdt 2009 no_query lesleydewar nite quite epic event setting remote dial office go planned,Neutro
0 1469108193 tue apr 07 05 14 05 pdt 2009 no_query randompinkness job today mood apply even want go home,Neutro
0 1469151812 tue apr 07 05 24 17 pdt 2009 no_query kw_hearts_lw thing even spell check fix,Neutro
0 1469152025 tue apr 07 05 24 18 pdt 2009 no_query trureligion got as kicked pool function last night never sore,Neutro
0 1469162220 tue apr 07 05 26 37 pdt 2009 no_query takemeback work also realized going fall 100 short depleting work study fund noooooo refuse work extra day,Neutro
0 1469191662 tue apr 07 05 33 06 pdt 2009 no_query kiwilucy still working,Neutro
0 1469192225 tue apr 07 05 33 14 pdt 2009 no_query thotchki even pretend understand going p stinkpad dying,Neutro
0 1469192852 tue apr 07 05 33 22 pdt 2009 no_query drivemedown sunny need wash dish,Neutro
0 1469196086 tue apr 07 05 34 05 pdt 2009 no_query lethargy ala musicbrainz recognise mp3,Neutro
0 1469233241 tue apr 07 05 42 05 pdt 2009 no_query francesamerikey miss 4th amendment,Neutro
0 1469257854 tue apr 07 05 47 23 pdt 2009 no_query alynn well told week ago downward spiral ever since even mention name go nut,Neutro
0 1469258967 tue apr 07 05 47 37 pdt 2009 no_query jamie 5015 upset cat take medicine,Neutro
0 1469262489 tue apr 07 05 48 22 pdt 2009 no_query mobbsey unfortunately allowed splurge otherwise netbook dsi sure choose one,Neutro
0 1469280301 tue apr 07 05 52 06 pdt 2009 no_query dysconnection jealous birmingham,Neutro
0 1469294053 tue apr 07 05 55 00 pdt 2009 no_query leesy jealous wish home,Neutro
0 1469307818 tue apr 07 05 57 52 pdt 2009 no_query halotothesky quaker oat square best cereal unfortunately morning make sad,Neutro
0 1469333836 tue apr 07 06 02 57 pdt 2009 no_query circas shoulder killing oh god cant even move,Neutro
0 1469363000 tue apr 07 06 08 42 pdt 2009 no_query hellobethie still depressed dr kutner house whyyyyyyyyyyyyyyy,Neutro
0 1469368113 tue apr 07 06 09 41 pdt 2009 no_query tygerstyle course get home feel way anymore,Neutro
0 1469416096 tue apr 07 06 18 49 pdt 2009 no_query etchedheadplate almost quite uncanniness rampant luddism might put paid replicants even built,Neutro
0 1469418966 tue apr 07 06 19 23 pdt 2009 no_query freakingwesley world gray depressed,Neutro
0 1469421921 tue apr 07 06 19 58 pdt 2009 no_query zarachas ohh didnt yet perhaps get later,Neutro
0 1469449107 tue apr 07 06 24 58 pdt 2009 no_query ericmayphoto day thankful daughter go school today one day everything say fight,Neutro
0 1469493133 tue apr 07 06 32 57 pdt 2009 no_query mandolin 01 sometimes phone deletes message even read,Neutro
0 1469494121 tue apr 07 06 33 07 pdt 2009 no_query dtran 617 thirstyyy class even though homework even point going,Neutro
0 1469548656 tue apr 07 06 42 55 pdt 2009 no_query spete 87 escape house spoiler even warcraft forum damn internet,Neutro
0 1469559697 tue apr 07 06 44 53 pdt 2009 no_query naomidunne yummy lunch dr team sergios shame leaving,Neutro
0 1469581250 tue apr 07 06 48 41 pdt 2009 no_query tintirintintin say napaka hostile tuloy ng environment dito sa office ngayon,Neutro
0 1469583015 tue apr 07 06 49 01 pdt 2009 no_query scotty 089 feeling sleepy gym need snap drive mansfield even hjad dinner yet,Neutro
0 1469587228 tue apr 07 06 49 47 pdt 2009 no_query noressa day two training tech even know ctrl c probably lasting,Neutro
0 1469610249 tue apr 07 06 53 53 pdt 2009 no_query charliepegg walthamstowemd taken another twist unfortunately wont able get back public proposal day fortnight,Neutro
0 1469641005 tue apr 07 06 59 19 pdt 2009 no_query dbonner lost follower thats upsetting ha,Neutro
0 1469641674 tue apr 07 06 59 25 pdt 2009 no_query jonworth belgian cable cnn euronews choose rubbish either way oh cable even work grrrhhh,Neutro
0 1469693987 tue apr 07 07 08 37 pdt 2009 no_query peggah even poop peace,Neutro
0 1469750425 tue apr 07 07 18 34 pdt 2009 no_query misshurricat go networking event tonight interviewing girl 6,Neutro
0 1469753383 tue apr 07 07 19 07 pdt 2009 no_query samfreak get quot damn white quot even winter,Neutro
0 1469754475 tue apr 07 07 19 18 pdt 2009 no_query leifmichelsen working wwf banner upset figured wwf panda stuff world wrestling federation,Neutro
0 1469817162 tue apr 07 07 30 23 pdt 2009 no_query ashleestecker biolife class choreographing recital routine cleaning fun day least babe come home tonight lt 33,Neutro
0 1469899585 tue apr 07 07 45 04 pdt 2009 no_query loriegc remember laundry lamenting last night well still laundry fairy come take care,Neutro
0 1469927883 tue apr 07 07 50 15 pdt 2009 no_query what_the_shit omfg day like kill soul even lunchtime yet,Neutro
0 1469943675 tue apr 07 07 53 07 pdt 2009 no_query maeko _lee battery life two hour internet 2 program open die even faster,Neutro
0 1469943863 tue apr 07 07 53 09 pdt 2009 no_query screenrant feeling envious everyone already seen star trek austin tx australia,Neutro
0 1469944198 tue apr 07 07 53 12 pdt 2009 no_query sbcale almost still 2 month short got mine nov 21 even annual upgrade would still wait,Neutro
0 1469948025 tue apr 07 07 53 55 pdt 2009 no_query allieloves found thorpe park brochure 2004 whilst looking revision notebook jealous annual pass used 80,Neutro
0 1469949908 tue apr 07 07 54 16 pdt 2009 no_query xcasualuxuryx know people even use strap make nervous,Neutro
0 1469958927 tue apr 07 07 55 52 pdt 2009 no_query dominic 2052 woke still tax refund,Neutro
0 1470087975 tue apr 07 08 18 42 pdt 2009 no_query a_hill _33 back work upset mom puppy chewed twilight book sleeping bought last night,Neutro
0 1470092193 tue apr 07 08 19 29 pdt 2009 no_query lovemydox already hungry lunch even 11 00 yet,Neutro
0 1470117351 tue apr 07 08 23 57 pdt 2009 no_query girlwithapuck lost flash drive irritated novel,Neutro
0 1470118013 tue apr 07 08 24 04 pdt 2009 no_query kittieskrafts could someone please send energy functioning cylinder,Neutro
0 1470125881 tue apr 07 08 25 31 pdt 2009 no_query dearange hear ran even tea,Neutro
0 1470154222 tue apr 07 08 30 34 pdt 2009 no_query carolaaijn depressed rw sold help despered,Neutro
0 1470181421 tue apr 07 08 35 24 pdt 2009 no_query luis _1987 cant even look formy apartment cu site also blocked boo,Neutro
0 1470207938 tue apr 07 08 40 12 pdt 2009 no_query christide even get dmv open still royal pain as,Neutro
0 1470230868 tue apr 07 08 44 18 pdt 2009 no_query ladylaura 921 may able hang tonight undeniable amount work must unfortunately,Neutro
0 1470231653 tue apr 07 08 44 28 pdt 2009 no_query sarah_screaming snowing cant even walk friend house,Neutro
0 1470234726 tue apr 07 08 45 01 pdt 2009 no_query monicawesome unrelated totally left jacket bar last night,Neutro
0 1548310065 fri apr 17 20 36 12 pdt 2009 no_query cellblock eitherrr idk people jealousss,Neutro
0 1548311187 fri apr 17 20 36 22 pdt 2009 no_query teachernz even twist still medium produce league table lead sink school,Neutro
0 1548491193 fri apr 17 21 06 01 pdt 2009 no_query jessebarron dog feeling well moping always feel helpless happens even baby tylenol help time,Neutro
0 1548492709 fri apr 17 21 06 15 pdt 2009 no_query jacksond 91 write fishman b essay funeral,Neutro
0 1548519914 fri apr 17 21 10 52 pdt 2009 no_query tonimarie 82 getting hang none friend r even,Neutro
0 1548545732 fri apr 17 21 15 14 pdt 2009 no_query tiff 888 deessss texted go bed check text tried call talk tom,Neutro
0 1548638914 fri apr 17 21 31 35 pdt 2009 no_query sammiistack upset ceeing short stack bride today,Neutro
0 1548671792 fri apr 17 21 37 15 pdt 2009 no_query bethamyotte make cry inside even think blame canada,Neutro
0 1548724024 fri apr 17 21 46 42 pdt 2009 no_query axleuk yeah 05 45 still awake even work seems usa come play,Neutro
0 1548742347 fri apr 17 21 50 12 pdt 2009 no_query podblack former edu phil prof teacher critical thinking 2ndary liver cancer announced reiki master quals want shoot,Neutro
0 1548772017 fri apr 17 21 55 54 pdt 2009 no_query mukund audi a6 fender gone insurance claim 3000 damage merc hit even,Neutro
0 1548775451 fri apr 17 21 56 31 pdt 2009 no_query jennasn 95 jb hater need get life stop trash talking,Neutro
0 1548776648 fri apr 17 21 56 45 pdt 2009 no_query seanybushkill upset stomach eanybushk,Neutro
0 1548796521 fri apr 17 21 59 53 pdt 2009 no_query tishowns got cut mouth back even eat b,Neutro
0 1548804797 fri apr 17 22 01 17 pdt 2009 no_query itsmelly wanting see seventeen,Neutro
0 1548827416 fri apr 17 22 05 36 pdt 2009 no_query muylani _cousin unemployment related,Neutro
0 1548859330 fri apr 17 22 11 57 pdt 2009 no_query cookiesmomma depressed,Neutro
0 1548888921 fri apr 17 22 17 54 pdt 2009 no_query egotisticalgee shithole guess night crapper,Neutro
0 1550701260 sat apr 18 06 59 45 pdt 2009 no_query decoystars feel swollen waiting mover show still clearing thing dad woke upset progress slept 5 hour,Neutro
0 1550755588 sat apr 18 07 10 17 pdt 2009 no_query em_c funtime back painting,Neutro
0 1550784627 sat apr 18 07 15 43 pdt 2009 no_query skyehenrie going sing miss miley cyrus daddy funeral miss u ill love u matter even lt 3 xoxo,Neutro
0 1550844567 sat apr 18 07 25 38 pdt 2009 no_query macgreenhalgh jealous brawl never involved fight anymore,Neutro
0 1550878727 sat apr 18 07 31 24 pdt 2009 no_query rosaapril dont make jealous home glasgow,Neutro
0 1550936975 sat apr 18 07 41 06 pdt 2009 no_query b4brie woohoo 72 degree sunny pennsylvania today riding harley working work,Neutro
0 1550961222 sat apr 18 07 45 17 pdt 2009 no_query sanndyrn fixing go ranch funeral later today,Neutro
0 1550967548 sat apr 18 07 46 26 pdt 2009 no_query sparklenight want amanda palmer book going suggest go third even afford,Neutro
0 1550985803 sat apr 18 07 49 43 pdt 2009 no_query charlotterose inside sunny day,Neutro
0 1551024825 sat apr 18 07 56 32 pdt 2009 no_query mzfuller 8 think kitten shed even kitty,Neutro
0 1551085401 sat apr 18 08 06 30 pdt 2009 no_query meganrofl know even come,Neutro
0 1551146979 sat apr 18 08 16 17 pdt 2009 no_query mimi_chay_chay god gloomy rainy day,Neutro
0 1551203624 sat apr 18 08 25 28 pdt 2009 no_query jenmen 77 going ren faire today hope melt sun heat,Neutro
0 1551264096 sat apr 18 08 35 17 pdt 2009 no_query denardhenry _alka quot going profile hacked quot yes add _tips get twitter related info heplful follow,Neutro
0 1551269588 sat apr 18 08 36 13 pdt 2009 no_query sebby_peek see tomorrow morning going birthday breakfast grandma talk get home,Neutro
0 1551294217 sat apr 18 08 40 19 pdt 2009 no_query tompsk working derby losing sunny outside bummer,Neutro
0 1551302038 sat apr 18 08 41 35 pdt 2009 no_query chunxharris trying figure dd got 40 follower upset word,Neutro
0 1551325470 sat apr 18 08 45 26 pdt 2009 no_query tobym got ticket yesterday expired tag even though updated someone mva messing,Neutro
0 1551331321 sat apr 18 08 46 20 pdt 2009 no_query andrea_costa gourgeous sunny saturday work,Neutro
0 1551457891 sat apr 18 09 06 35 pdt 2009 no_query mkjohnson jealous bf show make time going milonga de laura tonight,Neutro
0 1551490845 sat apr 18 09 11 45 pdt 2009 no_query nainkni getting dressed go funeral rip traci,Neutro
0 1551519032 sat apr 18 09 16 12 pdt 2009 no_query uqd _blue upset videochat yesterday,Neutro
0 1551543760 sat apr 18 09 20 07 pdt 2009 no_query iristeffy picture wont upload say big even though croped croped help,Neutro
0 1551546366 sat apr 18 09 20 30 pdt 2009 no_query gt_p jealous,Neutro
0 1551547036 sat apr 18 09 20 38 pdt 2009 no_query taramaethornton txt alright sore hurt anything even breathe,Neutro
0 1551583748 sat apr 18 09 26 29 pdt 2009 no_query eternal_beauty way uncle funeral,Neutro
0 1551708373 sat apr 18 09 46 06 pdt 2009 no_query therotarm even know playing probably cornwall,Neutro
0 1551709347 sat apr 18 09 46 16 pdt 2009 no_query haz 555 listening fa cup semi final arsenal chelsea sky neutral fan siding towards gooners,Neutro
0 1551737003 sat apr 18 09 50 35 pdt 2009 no_query steph_mrscullen nothing wish today would sunny,Neutro
0 1551737822 sat apr 18 09 50 44 pdt 2009 no_query rdr 314 sunny day went away make come back,Neutro
0 1551770428 sat apr 18 09 55 49 pdt 2009 no_query carmel 1844 glad hear sorry come,Neutro
0 1551778375 sat apr 18 09 57 05 pdt 2009 no_query ianhf woman utter disgrace charged aggravated wasting police time clifford given caution,Neutro
0 1551804892 sat apr 18 10 01 05 pdt 2009 no_query informationdesk going miss theagee 5k hopefully someone archive least caught test last night fun,Neutro
0 1551834499 sat apr 18 10 05 36 pdt 2009 no_query tinyanachronism well jealous want orgasmic breakfast,Neutro
0 1551864302 sat apr 18 10 10 15 pdt 2009 no_query marymariamarie locked inside davis 88 degree sunny,Neutro
0 1551870959 sat apr 18 10 11 13 pdt 2009 no_query sebby_peek three hour time going try get sleep talk later guess night xxxx,Neutro
0 1551931789 sat apr 18 10 20 49 pdt 2009 no_query ariezthegreat sound horrible nice sunny florida,Neutro
0 1551939092 sat apr 18 10 21 57 pdt 2009 no_query sebby_peek want care make extremely difficult sometimes want love yes night xxxxx,Neutro
0 1551964493 sat apr 18 10 25 55 pdt 2009 no_query lou_bookpushers _bookpushers freaking depressed knew would happen still,Neutro
0 1552000725 sat apr 18 10 31 36 pdt 2009 no_query cassieewassie well even try,Neutro
0 1552002753 sat apr 18 10 31 57 pdt 2009 no_query pepperdinegal case wondering uninsured suck even allowed glorious sunshine day,Neutro
0 1552057256 sat apr 18 10 40 32 pdt 2009 no_query kdhiltz heading airport boo goodbye sunny florida goodbye kostyas hiltz goodbye alligator miss thee,Neutro
0 1552067912 sat apr 18 10 42 11 pdt 2009 no_query ninacox looking speedpaint thread art forum everything digital depressed,Neutro
0 1553072237 sat apr 18 13 17 59 pdt 2009 no_query mreq sofa film pizza want fir evening entertainment ala,Neutro
0 1553076887 sat apr 18 13 18 42 pdt 2009 no_query tsavenger never even gaslamp need get,Neutro
0 1553078153 sat apr 18 13 18 56 pdt 2009 no_query halina 1979 think ever jealous anyone,Neutro
0 1553104474 sat apr 18 13 23 05 pdt 2009 no_query thelocaltourist make dunlay today look like may even make elbo waaahhhhh,Neutro
0 1553112305 sat apr 18 13 24 20 pdt 2009 no_query greengirlblinks well im upset houston weather ruining plan,Neutro
0 1553113454 sat apr 18 13 24 31 pdt 2009 no_query kates 2787 ooooh tonight goin well planned gonna hav bath amp try chillax hope everyone else enjoyin sat night,Neutro
0 1553177875 sat apr 18 13 34 34 pdt 2009 no_query muffin_club 123 came back vortex spring florida funn im sunburnt tho,Neutro
0 1553204834 sat apr 18 13 38 49 pdt 2009 no_query jshbckr even ac30 could taken hand,Neutro
0 1553232818 sat apr 18 13 43 14 pdt 2009 no_query colorbakery oh understand happened never forgot tell story oobe one,Neutro
0 1553270729 sat apr 18 13 49 21 pdt 2009 no_query ohhmegg thing blue eye uh wish guy around lived looked like fairr,Neutro
0 1553270994 sat apr 18 13 49 22 pdt 2009 no_query reallifesarah _inn family today business event tomorrow get back going snow,Neutro
0 1553272282 sat apr 18 13 49 36 pdt 2009 no_query stephamichele wish fan event tulsa college graduation miss guy,Neutro
0 1553295172 sat apr 18 13 53 09 pdt 2009 no_query tgnystreetteam emailing oceanup today event even though didnt go,Neutro
0 1553299270 sat apr 18 13 53 52 pdt 2009 no_query nun 0 u even get know message,Neutro
0 1553332209 sat apr 18 13 59 06 pdt 2009 no_query azkalirae funn shop witout money,Neutro
0 1553332723 sat apr 18 13 59 10 pdt 2009 no_query alxhm giving work evening urrrghh month till exam,Neutro
0 1553356505 sat apr 18 14 02 51 pdt 2009 no_query robhampson day recording 10 till 5 design evening back studio 9 tomoro need lie,Neutro
0 1553363643 sat apr 18 14 04 02 pdt 2009 no_query katiejcannon 5am bedtime last night sleeeepy gloomy day co today boyfriend left nepal,Neutro
0 1553423518 sat apr 18 14 13 38 pdt 2009 no_query belinda_mc glad got come visit sorry get say goodbye,Neutro
0 1553424713 sat apr 18 14 13 52 pdt 2009 no_query ronfelten come tonight geo stuck inside evening commenting paper,Neutro
0 1553431465 sat apr 18 14 14 58 pdt 2009 no_query izzysc know tfa seemed totally disappear,Neutro
0 1553451416 sat apr 18 14 18 11 pdt 2009 no_query elvisisdead 77 another saturday night another night shift must upset someone office keep getting,Neutro
0 1553484889 sat apr 18 14 23 36 pdt 2009 no_query clbeenz depressed cuz corr cant com 2 mall,Neutro
0 1553488596 sat apr 18 14 24 14 pdt 2009 no_query ningmd jealous disneyland,Neutro
0 1553516215 sat apr 18 14 28 42 pdt 2009 no_query piaarayna twitter gig tom im upset,Neutro
0 1553549380 sat apr 18 14 34 02 pdt 2009 no_query voodoo 35 grilled steak tummy upset,Neutro
0 1553669326 sat apr 18 14 53 37 pdt 2009 no_query donnaste 1 thought clone saw upset found definitely left series,Neutro
0 1553675235 sat apr 18 14 54 33 pdt 2009 no_query the_verbivore going play literati even though probably tackling even revision,Neutro
0 1553708875 sat apr 18 15 00 06 pdt 2009 no_query ohmygodroysh like eventully saw boat startd shoutin n already disqualified looked like gobshites,Neutro
0 1553731532 sat apr 18 15 03 34 pdt 2009 no_query featheredflower 1999 expedition might finally met demise done another newer probably jealous suv,Neutro
0 1553731959 sat apr 18 15 03 40 pdt 2009 no_query musey even woman close door without slamming jeeeezzz,Neutro
0 1553734670 sat apr 18 15 04 04 pdt 2009 no_query vanessarain _rocksteady,Neutro
0 1553762810 sat apr 18 15 08 36 pdt 2009 no_query grebron watching film visitor feeling depressed,Neutro
0 1553766483 sat apr 18 15 09 16 pdt 2009 no_query msbethanysarah got canceled upset today,Neutro
0 1553829729 sat apr 18 15 19 31 pdt 2009 no_query tzwinn even get audio streaming asot 400,Neutro
0 1553853989 sat apr 18 15 23 30 pdt 2009 no_query jaimiea jealous keep dip saving,Neutro
0 1553854209 sat apr 18 15 23 32 pdt 2009 no_query sofibasal awesomee nite yesterday tho today gonna home alone,Neutro
0 1553887880 sat apr 18 15 29 08 pdt 2009 no_query _xotashhh goin bed nooow night everyoneee lt 3 last day freedom tomorrow sooo depressed,Neutro
0 1553892416 sat apr 18 15 29 55 pdt 2009 no_query tzwinn even stream audio want cry asot 400,Neutro
0 1553916230 sat apr 18 15 33 45 pdt 2009 no_query raeriva know know,Neutro
0 1553917174 sat apr 18 15 33 55 pdt 2009 no_query jlsgal well gutted need 2 meet soon im literally dying cant face food mum goin nut reaally upset,Neutro
0 1553923792 sat apr 18 15 35 01 pdt 2009 no_query jesuspunkrokr internet even know know tell,Neutro
0 1553925874 sat apr 18 15 35 21 pdt 2009 no_query jackiepalma need another hit nkotb starting get depressed,Neutro
0 1554012556 sat apr 18 15 49 44 pdt 2009 no_query midesfilenegro related spanish speaking country,Neutro
0 1554041898 sat apr 18 15 54 35 pdt 2009 no_query kenziejaye miss indiana tiff even though pulaski county virginia,Neutro
0 1554043689 sat apr 18 15 54 55 pdt 2009 no_query ricky___k work still suck even halfway done im starving,Neutro
0 1554047458 sat apr 18 15 55 30 pdt 2009 no_query fah 33m missed gareth emery day even today set streamed asot 400,Neutro
0 1554394986 sat apr 18 16 52 47 pdt 2009 no_query pattersondm devin feeling depressed today like feeling one bit,Neutro
